annoTermID	annoClassID	annoTerm
10800	6	KEGG:00280|Valine, leucine and isoleucine degradation
10801	6	KEGG:00290|Valine, leucine and isoleucine biosynthesis
10802	6	KEGG:00310|Lysine degradation
10803	6	KEGG:00330|Arginine and proline metabolism
10804	6	KEGG:00340|Histidine metabolism
10805	6	KEGG:00350|Tyrosine metabolism
10806	6	KEGG:00360|Phenylalanine metabolism
10807	6	KEGG:00380|Tryptophan metabolism
10808	6	KEGG:00400|Phenylalanine, tyrosine and tryptophan biosynthesis
10809	6	KEGG:00410|beta-Alanine metabolism
10810	6	KEGG:00430|Taurine and hypotaurine metabolism
10811	6	KEGG:00450|Selenocompound metabolism
10812	6	KEGG:00460|Cyanoamino acid metabolism
10813	6	KEGG:00471|D-Glutamine and D-glutamate metabolism
10814	6	KEGG:00480|Glutathione metabolism
10815	6	KEGG:00500|Starch and sucrose metabolism
10816	6	KEGG:00510|N-Glycan biosynthesis
10817	6	KEGG:00511|Other glycan degradation
10818	6	KEGG:00512|Mucin type O-Glycan biosynthesis
10819	6	KEGG:00514|Other types of O-glycan biosynthesis
10820	6	KEGG:00520|Amino sugar and nucleotide sugar metabolism
10821	6	KEGG:00524|Butirosin and neomycin biosynthesis
10822	6	KEGG:00531|Glycosaminoglycan degradation
10823	6	KEGG:00532|Glycosaminoglycan biosynthesis - chondroitin sulfate
10824	6	KEGG:00533|Glycosaminoglycan biosynthesis - keratan sulfate
10825	6	KEGG:00534|Glycosaminoglycan biosynthesis - heparan sulfate
10826	6	KEGG:00561|Glycerolipid metabolism
10827	6	KEGG:00562|Inositol phosphate metabolism
10828	6	KEGG:00563|Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
10829	6	KEGG:00564|Glycerophospholipid metabolism
10830	6	KEGG:00565|Ether lipid metabolism
10831	6	KEGG:00590|Arachidonic acid metabolism
10832	6	KEGG:00591|Linoleic acid metabolism
10833	6	KEGG:00592|alpha-Linolenic acid metabolism
10834	6	KEGG:00600|Sphingolipid metabolism
10835	6	KEGG:00601|Glycosphingolipid biosynthesis - lacto and neolacto series
10836	6	KEGG:00603|Glycosphingolipid biosynthesis - globo series
10837	6	KEGG:00604|Glycosphingolipid biosynthesis - ganglio series
10838	6	KEGG:00620|Pyruvate metabolism
10839	6	KEGG:00630|Glyoxylate and dicarboxylate metabolism
10840	6	KEGG:00640|Propanoate metabolism
10841	6	KEGG:00650|Butanoate metabolism
10842	6	KEGG:00670|One carbon pool by folate
10843	6	KEGG:00740|Riboflavin metabolism
10844	6	KEGG:00750|Vitamin B6 metabolism
10845	6	KEGG:00760|Nicotinate and nicotinamide metabolism
10846	6	KEGG:00770|Pantothenate and CoA biosynthesis
10847	6	KEGG:00790|Folate biosynthesis
10848	6	KEGG:00830|Retinol metabolism
10849	6	KEGG:00860|Porphyrin and chlorophyll metabolism
10850	6	KEGG:00900|Terpenoid backbone biosynthesis
10851	6	KEGG:00910|Nitrogen metabolism
10852	6	KEGG:00920|Sulfur metabolism
10853	6	KEGG:00970|Aminoacyl-tRNA biosynthesis
10854	6	KEGG:00980|Metabolism of xenobiotics by cytochrome P450
10855	6	KEGG:00982|Drug metabolism - cytochrome P450
10856	6	KEGG:00983|Drug metabolism - other enzymes
10857	6	KEGG:01040|Biosynthesis of unsaturated fatty acids
10858	6	KEGG:01100|Metabolic pathways
10859	6	KEGG:02010|ABC transporters
10860	6	KEGG:03008|Ribosome biogenesis in eukaryotes
10861	6	KEGG:03010|Ribosome
10862	6	KEGG:03013|RNA transport
10863	6	KEGG:03015|mRNA surveillance pathway
10864	6	KEGG:03018|RNA degradation
10865	6	KEGG:03020|RNA polymerase
10866	6	KEGG:03022|Basal transcription factors
10867	6	KEGG:03030|DNA replication
10868	6	KEGG:03040|Spliceosome
10869	6	KEGG:03050|Proteasome
10870	6	KEGG:03060|Protein export
10871	6	KEGG:03320|PPAR signaling pathway
10872	6	KEGG:03410|Base excision repair
10873	6	KEGG:03420|Nucleotide excision repair
10874	6	KEGG:03430|Mismatch repair
10875	6	KEGG:03440|Homologous recombination
10876	6	KEGG:03450|Non-homologous end-joining
10877	6	KEGG:04010|MAPK signaling pathway
10878	6	KEGG:04012|ErbB signaling pathway
10879	6	KEGG:04013|MAPK signaling pathway - fly
10880	6	KEGG:04020|Calcium signaling pathway
10881	6	KEGG:04060|Cytokine-cytokine receptor interaction
10882	6	KEGG:04062|Chemokine signaling pathway
10883	6	KEGG:04070|Phosphatidylinositol signaling system
10884	6	KEGG:04080|Neuroactive ligand-receptor interaction
10885	6	KEGG:04110|Cell cycle
10886	6	KEGG:04114|Oocyte meiosis
10887	6	KEGG:04115|p53 signaling pathway
10888	6	KEGG:04120|Ubiquitin mediated proteolysis
10889	6	KEGG:04122|Sulfur relay system
10890	6	KEGG:04130|SNARE interactions in vesicular transport
10891	6	KEGG:04140|Regulation of autophagy
10892	6	KEGG:04141|Protein processing in endoplasmic reticulum
10893	6	KEGG:04142|Lysosome
10894	6	KEGG:04144|Endocytosis
10895	6	KEGG:04145|Phagosome
10896	6	KEGG:04146|Peroxisome
10897	6	KEGG:04150|mTOR signaling pathway
10898	6	KEGG:04210|Apoptosis
10899	6	KEGG:04260|Cardiac muscle contraction
10900	6	KEGG:04270|Vascular smooth muscle contraction
10901	6	KEGG:04310|Wnt signaling pathway
10902	6	KEGG:04320|Dorso-ventral axis formation
10903	6	KEGG:04330|Notch signaling pathway
10904	6	KEGG:04340|Hedgehog signaling pathway
10905	6	KEGG:04350|TGF-beta signaling pathway
10906	6	KEGG:04360|Axon guidance
10907	6	KEGG:04370|VEGF signaling pathway
10908	6	KEGG:04380|Osteoclast differentiation
10909	6	KEGG:04510|Focal adhesion
10910	6	KEGG:04512|ECM-receptor interaction
10911	6	KEGG:04514|Cell adhesion molecules (CAMs)
10912	6	KEGG:04520|Adherens junction
10913	6	KEGG:04530|Tight junction
10914	6	KEGG:04540|Gap junction
10915	6	KEGG:04610|Complement and coagulation cascades
10916	6	KEGG:04612|Antigen processing and presentation
10917	6	KEGG:04614|Renin-angiotensin system
10918	6	KEGG:04620|Toll-like receptor signaling pathway
10919	6	KEGG:04621|NOD-like receptor signaling pathway
10920	6	KEGG:04622|RIG-I-like receptor signaling pathway
10921	6	KEGG:04623|Cytosolic DNA-sensing pathway
10922	6	KEGG:04630|Jak-STAT signaling pathway
10923	6	KEGG:04640|Hematopoietic cell lineage
10924	6	KEGG:04650|Natural killer cell mediated cytotoxicity
10925	6	KEGG:04660|T cell receptor signaling pathway
10926	6	KEGG:04662|B cell receptor signaling pathway
10927	6	KEGG:04664|Fc epsilon RI signaling pathway
10928	6	KEGG:04666|Fc gamma R-mediated phagocytosis
10929	6	KEGG:04670|Leukocyte transendothelial migration
10930	6	KEGG:04672|Intestinal immune network for IgA production
10931	6	KEGG:04710|Circadian rhythm - mammal
10932	6	KEGG:04720|Long-term potentiation
10933	6	KEGG:04722|Neurotrophin signaling pathway
10934	6	KEGG:04724|Glutamatergic synapse
10935	6	KEGG:04730|Long-term depression
10936	6	KEGG:04740|Olfactory transduction
10937	6	KEGG:04742|Taste transduction
10938	6	KEGG:04744|Phototransduction
10939	6	KEGG:04810|Regulation of actin cytoskeleton
10940	6	KEGG:04910|Insulin signaling pathway
10941	6	KEGG:04912|GnRH signaling pathway
10942	6	KEGG:04914|Progesterone-mediated oocyte maturation
10943	6	KEGG:04916|Melanogenesis
10944	6	KEGG:04920|Adipocytokine signaling pathway
10945	6	KEGG:04930|Type II diabetes mellitus
10946	6	KEGG:04940|Type I diabetes mellitus
10947	6	KEGG:04950|Maturity onset diabetes of the young
10948	6	KEGG:04960|Aldosterone-regulated sodium reabsorption
10949	6	KEGG:04961|Endocrine and other factor-regulated calcium reabsorption
10950	6	KEGG:04962|Vasopressin-regulated water reabsorption
10951	6	KEGG:04964|Proximal tubule bicarbonate reclamation
10952	6	KEGG:04966|Collecting duct acid secretion
10953	6	KEGG:04970|Salivary secretion
10954	6	KEGG:04971|Gastric acid secretion
10955	6	KEGG:04972|Pancreatic secretion
10956	6	KEGG:04973|Carbohydrate digestion and absorption
10957	6	KEGG:04974|Protein digestion and absorption
10958	6	KEGG:04975|Fat digestion and absorption
10959	6	KEGG:04976|Bile secretion
10960	6	KEGG:04977|Vitamin digestion and absorption
10961	6	KEGG:04978|Mineral absorption
10962	6	KEGG:05010|Alzheimer's disease
10963	6	KEGG:05012|Parkinson's disease
10964	6	KEGG:05014|Amyotrophic lateral sclerosis (ALS)
10965	6	KEGG:05016|Huntington's disease
10966	6	KEGG:05020|Prion diseases
10967	6	KEGG:05100|Bacterial invasion of epithelial cells
10968	6	KEGG:05110|Vibrio cholerae infection
10969	6	KEGG:05120|Epithelial cell signaling in Helicobacter pylori infection
10970	6	KEGG:05130|Pathogenic Escherichia coli infection
10971	6	KEGG:05131|Shigellosis
10972	6	KEGG:05140|Leishmaniasis
10973	6	KEGG:05142|Chagas disease (American trypanosomiasis)
10974	6	KEGG:05143|African trypanosomiasis
10975	6	KEGG:05144|Malaria
10976	6	KEGG:05145|Toxoplasmosis
10977	6	KEGG:05146|Amoebiasis
10978	6	KEGG:05150|Staphylococcus aureus infection
10979	6	KEGG:05152|Tuberculosis
10980	6	KEGG:05160|Hepatitis C
10981	6	KEGG:05162|Measles
10982	6	KEGG:05200|Pathways in cancer
10983	6	KEGG:05210|Colorectal cancer
10984	6	KEGG:05211|Renal cell carcinoma
10985	6	KEGG:05212|Pancreatic cancer
10986	6	KEGG:05213|Endometrial cancer
10987	6	KEGG:05214|Glioma
10988	6	KEGG:05215|Prostate cancer
10989	6	KEGG:05216|Thyroid cancer
10990	6	KEGG:05217|Basal cell carcinoma
10991	6	KEGG:05218|Melanoma
10992	6	KEGG:05219|Bladder cancer
10993	6	KEGG:05220|Chronic myeloid leukemia
10994	6	KEGG:05221|Acute myeloid leukemia
10995	6	KEGG:05222|Small cell lung cancer
10996	6	KEGG:05223|Non-small cell lung cancer
10997	6	KEGG:05310|Asthma
10998	6	KEGG:05320|Autoimmune thyroid disease
10999	6	KEGG:05322|Systemic lupus erythematosus
11000	6	KEGG:05323|Rheumatoid arthritis
11001	6	KEGG:05330|Allograft rejection
11002	6	KEGG:05332|Graft-versus-host disease
11003	6	KEGG:05340|Primary immunodeficiency
11004	6	KEGG:05410|Hypertrophic cardiomyopathy (HCM)
11005	6	KEGG:05412|Arrhythmogenic right ventricular cardiomyopathy (ARVC)
11006	6	KEGG:05414|Dilated cardiomyopathy
11007	6	KEGG:05416|Viral myocarditis
11008	7	F10002|1,4-benzothiazine, 6-alkoxy-
11009	7	F10003|1,4-benzothiazine, 6-(alkyl, acyc)-
11010	7	F10005|1,4-benzothiazine, 6-alkylcarbonyl-
11011	7	F10007|1,4-benzothiazine, 6-alkylthio-
11012	7	F10008|1,4-benzothiazine, 6-amino-
11013	7	F1000|benzene, 1-bromo-,2-oxymethyl-
11014	7	F10015|1,4-benzothiazine, 6-carbonyl-
11015	7	F10016|1,4-benzothiazine, 6-chloro-
11016	7	F10017|1,4-benzothiazine, 6-cyano-
11017	7	F10018|1,4-benzothiazine, 6-ethyl-
11018	7	F1001|benzene, 1-bromo-,2-phenoxy-
11019	7	F10021|1,4-benzothiazine, 6-halo-
11020	7	F1002|benzene, 1-bromo-,2-phenyl-
11021	7	F10033|1,4-benzothiazine, 6-oxy-
11022	7	F10036|1,4-benzothiazine, 6-sulfonyl-
11023	7	F10037|1,4-benzothiazine, 6-thio-
11024	7	F10045|1,4-benzothiazine, 7-alkylamino-
11025	7	F10049|1,4-benzothiazine, 7-amino-
11026	7	F10060|1,4-benzothiazine, 7-fluoro-
11027	7	F10062|1,4-benzothiazine, 7-halo-
11028	7	F10086|1,4-benzothiazine, 8-alkylamino-
11029	7	F10090|1,4-benzothiazine, 8-amino-
11030	7	F1009|1-benzene-carboxylate, 2-bromo-
11031	7	F100|thymidine, deoxy(NS)
11032	7	F10122|1,2-benzothiazole
11033	7	F10128|1,2-benzothiazole, 3-alkylamino-
11034	7	F10132|1,2-benzothiazole, 3-amino-
11035	7	F1017|benzene, 1-carbonylamino-,2-carbonyl-
11036	7	F1018|benzene, 1-carbonyl-,2-chloro-
11037	7	F1019|benzene, 1-carbonyl-,2-fluoro-
11038	7	F101|thymine
11039	7	F1020|benzene, 1-carbonyl-,2-halo-
11040	7	F1021|benzene, 1-carbonyl-,2-heteroamino-
11041	7	F1022|benzene, 1-carbonyl-,2-heteroaryl-
11042	7	F1023|benzene, 1-carbonyl-,2-heteroiminomethyl-
11043	7	F1024|benzene, 1-carbonyl-,2-hydroxy-
11044	7	F1025|benzene, 1-carbonyl-,2-hydroxymethyl-
11045	7	F1026|benzene, 1-carbonyl-,2-iminomethyl-
11046	7	F1027|benzene, 1-carbonyl-,2-iodo-
11047	7	F1028|benzene, 1-carbonyl-,2-mercapto-
11048	7	F1029|benzene, 1-carbonyl-,2-methoxy-
11049	7	F102|uracil
11050	7	F1030|benzene, 1-carbonyl-,2-methyl-
11051	7	F1031|benzene, 1-carbonyl-,2-nitro-
11052	7	F10328|1,3-benzothiazole
11053	7	F1032|benzene, 1-carbonyl-,2-(2-oxoethoxy)-
11054	7	F10330|1,3-benzothiazole, 2-(alkenyl, acyc)-
11055	7	F10333|1,3-benzothiazole, 2-(alkyl, acyc)-
11056	7	F10334|1,3-benzothiazole, 2-alkylamino-
11057	7	F10337|1,3-benzothiazole, 2-alkylthio-
11058	7	F10338|1,3-benzothiazole, 2-amino-
11059	7	F10339|1,3-benzothiazole, 2-amino(NH2)-
11060	7	F1033|benzene, 1-carbonyl-,2-(2-oxoethyl)-
11061	7	F10341|1,3-benzothiazole, 2-aryl-
11062	7	F10344|1,3-benzothiazole, 2-bromo-
11063	7	F10350|1,3-benzothiazole, 2-fused ring-
11064	7	F10351|1,3-benzothiazole, 2-halo-
11065	7	F1035|benzene, 1-carbonyloxy-,2-carbonyl-
11066	7	F10360|1,3-benzothiazole, 2-mercapto-
11067	7	F10361|1,3-benzothiazole, 2-methyl-
11068	7	F10364|1,3-benzothiazole, 2-oxymethyl-
11069	7	F10365|1,3-benzothiazole, 2-phenyl-
11070	7	F10366|1,3-benzothiazole, 2-sulfonyl-
11071	7	F10367|1,3-benzothiazole, 2-thio-
11072	7	F1036|benzene, 1-carbonyl-,2-(2-oxyethyl)-
11073	7	F10373|1,3-benzothiazole, 4-alkoxy-
11074	7	F10374|1,3-benzothiazole, 4-(alkyl, acyc)-
11075	7	F1037|benzene, 1-carbonyl-,2-oxymethyl-
11076	7	F10387|1,3-benzothiazole, 4-chloro-
11077	7	F10392|1,3-benzothiazole, 4-halo-
11078	7	F1039|benzene, 1-carbonyl-,2-phenyl-
11079	7	F10402|1,3-benzothiazole, 4-methyl-
11080	7	F10404|1,3-benzothiazole, 4-oxy-
11081	7	F1040|benzene, 1-carbonyl-,2-sulfonyl-
11082	7	F10415|1,3-benzothiazole, 5-(alkyl, acyc)-
11083	7	F1041|benzene, 1-carbonyl-,2-sulfonylamino-
11084	7	F10428|1,3-benzothiazole, 5-chloro-
11085	7	F10431|1,3-benzothiazole, 5-fluoro-
11086	7	F10433|1,3-benzothiazole, 5-halo-
11087	7	F10443|1,3-benzothiazole, 5-methyl-
11088	7	F10455|1,3-benzothiazole, 6-alkoxy-
11089	7	F10456|1,3-benzothiazole, 6-(alkyl, acyc)-
11090	7	F1045|benzene, 1-carbonyl-,2-trifluoromethyl-
11091	7	F1046|1-benzene-carboxylate, 2-carbonyl-
11092	7	F10475|1,3-benzothiazole, 6-heteroamino-
11093	7	F1047|1-benzene-carboxylic acid, 2-carbonyl-
11094	7	F10484|1,3-benzothiazole, 6-methyl-
11095	7	F10485|1,3-benzothiazole, 6-nitro-
11096	7	F10486|1,3-benzothiazole, 6-oxy-
11097	7	F1048|benzene, 1,2-dicarbonyl-
11098	7	F1049|benzene, 1-(N-iminomethyl)-,2-carbonyl-
11099	7	F1051|1-benzene-sulfonamide, 2-carbonyl-
11100	7	F1052|1-benzene-sulfonate, 2-carbonyl-
11101	7	F10530|1,3-benzothiazole, 7-sulfonyl-
11102	7	F10534|1,2-benzothiazole, trioxo
11103	7	F10538|1,2-benzothiazole, trioxo, 2-(alkyl, acyc)-
11104	7	F1053|1-benzene-sulfonic acid, 2-carbonyl-
11105	7	F10547|1,2-benzothiazole, trioxo, 2-oxymethyl-
11106	7	F10556|1,2-benzothiazole, trioxo, 4-(alkyl, acyc)-
11107	7	F1056|benzene, 1-carbonylamino-,2-chloro-
11108	7	F1057|benzene, 1-carbonylamino-,2-fluoro-
11109	7	F1058|benzene, 1-carbonylamino-,2-halo-
11110	7	F105|uridine, deoxy
11111	7	F10617|1,2-benzothiazole, trioxo, 6-alkoxy-
11112	7	F1061|benzene, 1-carbonylamino-,2-heteroiminomethyl-
11113	7	F1062|benzene, 1-carbonylamino-,2-hydroxy-
11114	7	F10638|1,2-benzothiazole, trioxo, 6-oxy-
11115	7	F1063|benzene, 1-carbonylamino-,2-hydroxymethyl-
11116	7	F1064|benzene, 1-carbonylamino-,2-iminomethyl-
11117	7	F1065|benzene, 1-carbonylamino-,2-iodo-
11118	7	F10676|benzothiophene
11119	7	F1067|benzene, 1-carbonylamino-,2-methoxy-
11120	7	F10684|benzothiophene, 2-(alkyl, acyc)-
11121	7	F1068|benzene, 1-carbonylamino-,2-methyl-
11122	7	F10693|benzothiophene, 2-aminocarbonyl-
11123	7	F10696|benzothiophene, 2-aryl-
11124	7	F106|uridine, deoxy(NS)
11125	7	F10701|benzothiophene, 2-carbonyl-
11126	7	F10707|benzothiophene, 2-fused ring-
11127	7	F1071|benzene, 1-carbonylamino-,2-(2-oxoethyl)-
11128	7	F10728|benzothiophene, 2-phenyl-
11129	7	F10738|benzothiophene, 3-alkoxy-
11130	7	F10742|benzothiophene, 3-(alkyl, acyc)-
11131	7	F1074|benzene, 1-carbonylamino-,2-oxymethyl-
11132	7	F10755|benzothiophene, 3-arylcarbonyl-
11133	7	F10759|benzothiophene, 3-carbonyl-
11134	7	F10765|benzothiophene, 3-fused ring-
11135	7	F1076|benzene, 1-carbonylamino-,2-phenyl-
11136	7	F10783|benzothiophene, 3-oxy-
11137	7	F10785|benzothiophene, 3-oxymethyl-
11138	7	F1082|benzene, 1-carbonylamino-,2-trifluoromethyl-
11139	7	F10837|benzothiophene, 5-alkoxy-
11140	7	F1083|benzene, 1-carbonyl-,2-carbonylamino-
11141	7	F1085|1-benzene-carboxylic acid, 2-carbonylamino-
11142	7	F10868|benzothiophene, 5-oxy-
11143	7	F1086|benzene, 1-(N-iminomethyl)-,2-carbonylamino-
11144	7	F10901|benzothiophene, 6-hydroxy-
11145	7	F10909|benzothiophene, 6-oxy-
11146	7	F1092|benzene, 1-carbonyl-,2-carbonyloxy-
11147	7	F10933|benzothiophene, 7-chloro-
11148	7	F10938|benzothiophene, 7-halo-
11149	7	F1093|benzene, 1-carbonyloxy-,2-chloro-
11150	7	F10957|1,4-benzoxazine
11151	7	F1095|benzene, 1-carbonyloxy-,2-halo-
11152	7	F10969|1,4-benzoxazine, 2-aryl-
11153	7	F1096|benzene, 1-carbonyloxy-,2-heteroamino-
11154	7	F10971|1,4-benzoxazine, 2-fused ring-
11155	7	F10986|1,4-benzoxazine, 2-phenyl-
11156	7	F10994|1,4-benzoxazine, 3-(alkenyl, cyc)-
11157	7	F10996|1,4-benzoxazine, 3-(alkyl, acyc)-
11158	7	F1099|benzene, 1-carbonyloxy-,2-hydroxy-
11159	7	F10|L-arginine
11160	7	F11003|1,4-benzoxazine, 3-aryl-
11161	7	F11005|1,4-benzoxazine, 3-fused ring-
11162	7	F11016|1,4-benzoxazine, 3-methyl-
11163	7	F11017|1,4-benzoxazine, 3-oxo-
11164	7	F11028|1,4-benzoxazine, 4-(alkenyl, cyc)-
11165	7	F11029|1,4-benzoxazine, 4-(alkyl, acyc)-
11166	7	F11033|1,4-benzoxazine, 4-carbonyl-
11167	7	F11034|1,4-benzoxazine, 4-fused ring-
11168	7	F1104|benzene, 1-carbonyloxy-,2-methoxy-
11169	7	F11059|1,4-benzoxazine, 5-carbonyl-
11170	7	F1105|benzene, 1-carbonyloxy-,2-methyl-
11171	7	F11064|1,4-benzoxazine, 5-fused ring-
11172	7	F1106|benzene, 1-carbonyloxy-,2-nitro-
11173	7	F11093|1,4-benzoxazine, 6-amino-
11174	7	F11101|1,4-benzoxazine, 6-chloro-
11175	7	F11106|1,4-benzoxazine, 6-halo-
11176	7	F1111|benzene, 1-carbonyloxy-,2-oxymethyl-
11177	7	F1113|benzene, 1-carbonyloxy-,2-phenyl-
11178	7	F11145|1,4-benzoxazine, 7-fluoro-
11179	7	F11147|1,4-benzoxazine, 7-halo-
11180	7	F11170|1,4-benzoxazine, 8-(alkyl, acyc)-
11181	7	F11171|1,4-benzoxazine, 8-alkylamino-
11182	7	F11173|1,4-benzoxazine, 8-(alkyl, cyc)-
11183	7	F11175|1,4-benzoxazine, 8-amino-
11184	7	F11177|1,4-benzoxazine, 8-aminomethyl-
11185	7	F1117|benzene, 1-carbonyloxy-,2-thiomethyl-
11186	7	F11182|1,4-benzoxazine, 8-carbonyl-
11187	7	F11198|1,4-benzoxazine, 8-methyl-
11188	7	F11207|1,2-benzoxazole
11189	7	F1120|1-benzene-carboxylate, 2-carbonyloxy-
11190	7	F11212|1,2-benzoxazole, 3-(alkyl, acyc)-
11191	7	F11215|1,2-benzoxazole, 3-(alkyl, cyc)-
11192	7	F1121|1-benzene-carboxylic acid, 2-carbonyloxy-
11193	7	F1128|1-benzene-carboxylate, 2-aminosulfonyl-
11194	7	F1129|1-benzene-carboxylate, 2-chloro-
11195	7	F1132|1-benzene-carboxylate, 2-halo-
11196	7	F1133|1-benzene-carboxylate, 2-heteroamino-
11197	7	F11351|1,2-benzoxazole, 6-fluoro-
11198	7	F11353|1,2-benzoxazole, 6-halo-
11199	7	F1136|1-benzene-carboxylate, 2-hydroxy-
11200	7	F1139|1-benzene-carboxylate, 2-iminomethyl-
11201	7	F11413|1,3-benzoxazole
11202	7	F11423|1,3-benzoxazole, 2-amino-
11203	7	F11424|1,3-benzoxazole, 2-amino(NH2)-
11204	7	F1143|1-benzene-carboxylate, 2-methoxy-
11205	7	F11440|1,3-benzoxazole, 2-hydroxy-
11206	7	F11448|1,3-benzoxazole, 2-oxy-
11207	7	F1144|1-benzene-carboxylate, 2-methyl-
11208	7	F1145|1-benzene-carboxylate, 2-nitro-
11209	7	F1150|1-benzene-carboxylate, 2-oxymethyl-
11210	7	F11513|1,3-benzoxazole, 5-chloro-
11211	7	F11518|1,3-benzoxazole, 5-halo-
11212	7	F11549|1,3-benzoxazole, 6-aryl-
11213	7	F1154|1-benzene-carboxylate, 2-sulfonyl-
11214	7	F11554|1,3-benzoxazole, 6-chloro-
11215	7	F11559|1,3-benzoxazole, 6-halo-
11216	7	F1160|1-benzene-carboxylic acid, 2-carboxyl-
11217	7	F11619|beta lactam
11218	7	F11620|1-azabicyclo[3.2.0]heptane, 7-oxo
11219	7	F11621|1-azabicyclo[4.2.0]octane, 8-oxo
11220	7	F11622|cephalosporin ring
11221	7	F11623|4-oxa-1-azabicyclo[3.2.0]heptane, 7-oxo
11222	7	F11624|5-oxa-1-azabicyclo[4.2.0]octane, 8-oxo
11223	7	F11625|penicillin ring
11224	7	F11627|atropine ring
11225	7	F11630|7-azabicyclo[2.2.1]heptane
11226	7	F11632|2-azabicyclo[3.3.1]nonane
11227	7	F11633|3-azabicyclo[3.3.1]nonane
11228	7	F11634|9-azabicyclo[3.3.1]nonane
11229	7	F11636|2-azabicyclo[2.2.2]octane
11230	7	F11637|2-azabicyclo[3.2.1]octane
11231	7	F11638|3-azabicyclo[3.2.1]octane
11232	7	F11639|6-azabicyclo[3.2.1]octane
11233	7	F1163|1-benzene-carboxylic acid, 2-chloro-
11234	7	F11640|quinuclidine
11235	7	F11641|1,2-diazepine
11236	7	F11646|1,2-diazepine, 1-(alkyl, cyc)-
11237	7	F11650|1,2-diazepine, 1-fused ring-
11238	7	F11663|1,2-diazepine, 3-(alkyl, acyc)-
11239	7	F1166|1-benzene-carboxylic acid, 2-halo-
11240	7	F11670|1,2-diazepine, 3-aryl-
11241	7	F1167|1-benzene-carboxylic acid, 2-heteroamino-
11242	7	F11683|1,2-diazepine, 3-methyl-
11243	7	F11684|1,2-diazepine, 3-oxo-
11244	7	F11687|1,2-diazepine, 3-phenyl-
11245	7	F11697|1,2-diazepine, 4-(alkyl, acyc)-
11246	7	F11698|1,2-diazepine, 4-alkylamino-
11247	7	F1169|1-benzene-carboxylic acid, 2-heteroiminomethyl-
11248	7	F116|benzene, 1-acetamido-,2-alkyl-
11249	7	F11701|1,2-diazepine, 4-amino-
11250	7	F11706|1,2-diazepine, 4-fused ring-
11251	7	F1170|1-benzene-carboxylic acid, 2-hydroxy-
11252	7	F11740|1,2-diazepine, 5-fused ring-
11253	7	F1175|1-benzene-carboxylic acid, 2-iodo-
11254	7	F11761|1,3-diazepine
11255	7	F1176|1-benzene-carboxylic acid, 2-mercapto-
11256	7	F1177|1-benzene-carboxylic acid, 2-methoxy-
11257	7	F1178|1-benzene-carboxylic acid, 2-methyl-
11258	7	F1179|1-benzene-carboxylic acid, 2-nitro-
11259	7	F11826|1,3-diazepine, 4-fused ring-
11260	7	F11860|1,3-diazepine, 5-fused ring-
11261	7	F11865|1,3-diazepine, 5-hydroxy-
11262	7	F11873|1,3-diazepine, 5-oxy-
11263	7	F1187|1-benzene-carboxylic acid, 2-phenyl-
11264	7	F11881|1,4-diazepine
11265	7	F11886|1,4-diazepine, 1-(p-alkyl)-
11266	7	F11887|1,4-diazepine, 1-(s-alkyl)-
11267	7	F11889|1,4-diazepine, 1-(alkyl, acyc)-
11268	7	F11891|1,4-diazepine, 1-(alkyl, cyc)-
11269	7	F11894|1,4-diazepine, 1-(2-aminoethyl)-
11270	7	F11896|1,4-diazepine, 1-aryl-
11271	7	F11899|1,4-diazepine, 1-benzyl-
11272	7	F11900|1,4-diazepine, 1-carbonyl-
11273	7	F11901|1,4-diazepine, 1-fused ring-
11274	7	F11909|1,4-diazepine, 1-phenyl-
11275	7	F11910|1,4-diazepine, 1-phenyl(unsub)-
11276	7	F11912|1,4-diazepine, 1-sulfonyl-
11277	7	F11919|1,4-diazepine, 2-(alkyl, acyc)-
11278	7	F11920|1,4-diazepine, 2-alkylamino-
11279	7	F11921|1,4-diazepine, 2-(alkyl, cyc)-
11280	7	F11923|1,4-diazepine, 2-amino-
11281	7	F11926|1,4-diazepine, 2-aryl-
11282	7	F11928|1,4-diazepine, 2-fused ring-
11283	7	F11933|1,4-diazepine, 2-hydroxy-
11284	7	F11939|1,4-diazepine, 2-methyl-
11285	7	F11940|1,4-diazepine, 2-oxo-
11286	7	F11941|1,4-diazepine, 2-oxy-
11287	7	F11943|1,4-diazepine, 2-phenyl-
11288	7	F11947|1,4-diazepine, 2-thioxo-
11289	7	F11954|1,4-diazepine, 5-alkylamino-
11290	7	F11955|1,4-diazepine, 5-(alkyl, cyc)-
11291	7	F11957|1,4-diazepine, 5-amino-
11292	7	F1195|benzene, 1-chloro-,2-fluoro-
11293	7	F11960|1,4-diazepine, 5-aryl-
11294	7	F11962|1,4-diazepine, 5-fused ring-
11295	7	F1196|benzene, 1-chloro-,2-halo-
11296	7	F11974|1,4-diazepine, 5-oxo-
11297	7	F11977|1,4-diazepine, 5-phenyl-
11298	7	F1197|benzene, 1-chloro-,2-heteroamino-
11299	7	F1198|benzene, 1-chloro-,2-heteroaryl-
11300	7	F11996|1,4-diazepine, 6-fused ring-
11301	7	F11997|1,4-diazepine, 6-halo-
11302	7	F1199|benzene, 1-chloro-,2-heteroiminomethyl-
11303	7	F11|asparagine
11304	7	F1200|benzene, 1-chloro-,2-hydroxy-
